Year,Season,City,Sport,Event,Athlete,Gender,Country,Medal,Age
2008,Summer,Rio,Athletics,Event_15,Serena Williams,Female,Australia,Bronze,32
2008,Summer,Tokyo,Gymnastics,Event_18,Caeleb Dressel,Female,USA,Gold,33
2012,Summer,Tokyo,Boxing,Event_4,Wayde van Niekerk,Female,Australia,Bronze,34
2016,Summer,Tokyo,Boxing,Event_12,Mirabai Chanu,Female,Australia,Silver,30
2012,Summer,Rio,Badminton,Event_14,Usain Bolt,Male,UK,Gold,19
2020,Summer,Beijing,Athletics,Event_20,Caeleb Dressel,Male,Japan,Silver,23
2020,Summer,Beijing,Boxing,Event_19,Simone Biles,Female,Japan,Bronze,22
2020,Summer,Rio,Boxing,Event_1,Mirabai Chanu,Male,Japan,Bronze,24
2020,Summer,Tokyo,Boxing,Event_1,Mary Kom,Female,UK,Silver,29
2012,Summer,London,Boxing,Event_17,Sushil Kumar,Male,China,Bronze,28
2008,Summer,Tokyo,Gymnastics,Event_6,Sushil Kumar,Female,Australia,Gold,34
2008,Summer,Beijing,Swimming,Event_3,Simone Biles,Female,India,Silver,20
2012,Summer,Beijing,Athletics,Event_7,Wayde van Niekerk,Male,Japan,Silver,23
2020,Summer,Beijing,Boxing,Event_6,Wayde van Niekerk,Female,UK,Gold,28
2016,Summer,Tokyo,Gymnastics,Event_4,Caeleb Dressel,Female,USA,Silver,32
2012,Summer,London,Wrestling,Event_16,Caeleb Dressel,Male,Australia,Gold,23
2020,Summer,Beijing,Swimming,Event_16,Michael Phelps,Male,India,Bronze,25
2020,Summer,Tokyo,Athletics,Event_19,Michael Phelps,Female,Jamaica,Silver,30
2012,Summer,Beijing,Athletics,Event_14,Michael Phelps,Male,Japan,Silver,35
2016,Summer,Tokyo,Wrestling,Event_8,Mary Kom,Female,UK,Bronze,30
2020,Summer,Rio,Boxing,Event_19,Simone Biles,Male,India,Gold,24
2016,Summer,Tokyo,Badminton,Event_10,Simone Biles,Female,Jamaica,Gold,31
2020,Summer,Rio,Athletics,Event_8,Caeleb Dressel,Female,Japan,Gold,27
2008,Summer,Tokyo,Gymnastics,Event_6,Yuzuru Hanyu,Male,UK,Silver,18
2008,Summer,Beijing,Wrestling,Event_5,Mirabai Chanu,Male,Japan,Gold,27
2020,Summer,Rio,Swimming,Event_11,Simone Biles,Male,Jamaica,Bronze,24
2020,Summer,Beijing,Badminton,Event_17,Serena Williams,Female,Australia,Bronze,25
2016,Summer,Beijing,Wrestling,Event_3,Wayde van Niekerk,Female,Australia,Gold,29
2020,Summer,Tokyo,Athletics,Event_17,P V Sindhu,Male,Jamaica,Gold,26
2008,Summer,Tokyo,Athletics,Event_3,Serena Williams,Male,Jamaica,Silver,20
2008,Summer,Tokyo,Athletics,Event_2,Mirabai Chanu,Male,Australia,Bronze,27
2020,Summer,Beijing,Boxing,Event_16,Usain Bolt,Male,UK,Silver,32
2012,Summer,London,Boxing,Event_17,Sushil Kumar,Female,China,Gold,21
2012,Summer,Beijing,Boxing,Event_16,Mary Kom,Male,Jamaica,Bronze,21
2008,Summer,Beijing,Swimming,Event_10,Mirabai Chanu,Female,India,Gold,27
2020,Summer,Beijing,Boxing,Event_13,Serena Williams,Female,China,Bronze,33
2008,Summer,Beijing,Wrestling,Event_7,Neeraj Chopra,Male,UK,Bronze,28
2016,Summer,Rio,Swimming,Event_20,Michael Phelps,Male,UK,Bronze,26
2020,Summer,Rio,Gymnastics,Event_8,Simone Biles,Female,Australia,Bronze,27
2016,Summer,Tokyo,Athletics,Event_3,Simone Biles,Female,Jamaica,Gold,24
2016,Summer,Beijing,Boxing,Event_18,Neeraj Chopra,Male,Australia,Bronze,18
2012,Summer,London,Gymnastics,Event_20,Caeleb Dressel,Female,Australia,Gold,30
2008,Summer,Tokyo,Athletics,Event_20,Yuzuru Hanyu,Female,Australia,Silver,30
2008,Summer,Rio,Swimming,Event_17,Neeraj Chopra,Female,USA,Gold,26
2020,Summer,London,Boxing,Event_1,P V Sindhu,Female,UK,Silver,19
2016,Summer,Beijing,Gymnastics,Event_9,Sushil Kumar,Male,China,Gold,25
2012,Summer,London,Wrestling,Event_15,Simone Biles,Female,USA,Silver,29
2008,Summer,London,Badminton,Event_3,Caeleb Dressel,Female,China,Bronze,24
2020,Summer,Tokyo,Boxing,Event_12,Sushil Kumar,Female,Jamaica,Gold,33
2008,Summer,Tokyo,Boxing,Event_9,Mirabai Chanu,Male,China,Gold,20
2016,Summer,Tokyo,Gymnastics,Event_16,Wayde van Niekerk,Male,Japan,Gold,20
2016,Summer,London,Boxing,Event_12,Caeleb Dressel,Female,USA,Gold,31
2008,Summer,London,Wrestling,Event_1,Neeraj Chopra,Male,Jamaica,Bronze,26
2020,Summer,Tokyo,Boxing,Event_20,Serena Williams,Male,Japan,Gold,20
2020,Summer,Tokyo,Wrestling,Event_14,Mirabai Chanu,Male,UK,Bronze,25
2020,Summer,Rio,Gymnastics,Event_2,Wayde van Niekerk,Male,Japan,Bronze,27
2020,Summer,Rio,Badminton,Event_7,Yuzuru Hanyu,Male,Australia,Bronze,28
2016,Summer,Tokyo,Boxing,Event_11,Neeraj Chopra,Female,Japan,Gold,24
2008,Summer,London,Boxing,Event_11,P V Sindhu,Female,USA,Silver,29
2012,Summer,London,Swimming,Event_19,Michael Phelps,Female,India,Gold,19
2016,Summer,Rio,Swimming,Event_17,Neeraj Chopra,Female,China,Silver,25
2008,Summer,Tokyo,Boxing,Event_8,Mary Kom,Female,Jamaica,Silver,28
2020,Summer,Rio,Badminton,Event_15,Yuzuru Hanyu,Female,Jamaica,Silver,30
2020,Summer,Beijing,Boxing,Event_20,Usain Bolt,Female,USA,Silver,19
2020,Summer,Tokyo,Athletics,Event_17,Neeraj Chopra,Male,Jamaica,Bronze,25
2016,Summer,Beijing,Athletics,Event_12,Mirabai Chanu,Female,Jamaica,Gold,23
2016,Summer,London,Badminton,Event_15,Wayde van Niekerk,Female,Jamaica,Gold,24
2012,Summer,Rio,Swimming,Event_5,Caeleb Dressel,Male,Jamaica,Silver,33
2008,Summer,Rio,Badminton,Event_12,Sushil Kumar,Male,Japan,Gold,23
2020,Summer,London,Boxing,Event_19,Michael Phelps,Female,Jamaica,Gold,21
2008,Summer,Tokyo,Boxing,Event_9,Sushil Kumar,Female,India,Silver,27
2020,Summer,Rio,Wrestling,Event_4,P V Sindhu,Female,China,Gold,26
2012,Summer,London,Boxing,Event_18,Serena Williams,Female,Japan,Silver,19
2016,Summer,Rio,Gymnastics,Event_10,Serena Williams,Male,Japan,Bronze,22
2016,Summer,London,Badminton,Event_9,Simone Biles,Female,India,Silver,25
2012,Summer,London,Wrestling,Event_13,Serena Williams,Female,Australia,Silver,34
2016,Summer,Tokyo,Wrestling,Event_12,Usain Bolt,Male,Jamaica,Bronze,22
2008,Summer,Rio,Gymnastics,Event_18,Serena Williams,Male,Australia,Gold,22
2020,Summer,Beijing,Swimming,Event_14,Michael Phelps,Female,China,Bronze,27
2020,Summer,London,Swimming,Event_12,Mirabai Chanu,Male,India,Bronze,21
2016,Summer,London,Athletics,Event_16,Mary Kom,Female,China,Gold,18
2012,Summer,Rio,Wrestling,Event_4,Usain Bolt,Female,Jamaica,Gold,35
2008,Summer,Rio,Badminton,Event_12,Wayde van Niekerk,Female,Australia,Gold,20
2012,Summer,Rio,Boxing,Event_15,Michael Phelps,Male,USA,Silver,35
2020,Summer,London,Athletics,Event_15,Wayde van Niekerk,Female,China,Gold,32
2008,Summer,London,Wrestling,Event_2,Sushil Kumar,Female,Australia,Silver,19
2020,Summer,Tokyo,Swimming,Event_9,Neeraj Chopra,Male,USA,Bronze,21
2008,Summer,Rio,Wrestling,Event_20,Neeraj Chopra,Female,Japan,Silver,25
2008,Summer,Tokyo,Athletics,Event_4,Michael Phelps,Female,India,Bronze,28
2020,Summer,London,Athletics,Event_4,Neeraj Chopra,Male,Jamaica,Silver,19
2008,Summer,Tokyo,Swimming,Event_4,Simone Biles,Male,USA,Bronze,34
2016,Summer,Tokyo,Wrestling,Event_11,Neeraj Chopra,Female,Jamaica,Gold,28
2020,Summer,London,Boxing,Event_20,Usain Bolt,Female,India,Silver,23
2020,Summer,Tokyo,Gymnastics,Event_6,Caeleb Dressel,Male,Australia,Bronze,30
2012,Summer,London,Boxing,Event_5,Wayde van Niekerk,Male,Australia,Gold,20
2020,Summer,Beijing,Athletics,Event_5,Neeraj Chopra,Female,Jamaica,Silver,35
2012,Summer,London,Gymnastics,Event_6,Mirabai Chanu,Female,China,Gold,23
2020,Summer,Rio,Boxing,Event_17,Michael Phelps,Female,UK,Silver,28
2016,Summer,Beijing,Badminton,Event_12,Mary Kom,Male,Japan,Gold,26
2012,Summer,Beijing,Boxing,Event_1,Usain Bolt,Female,Australia,Gold,18
2008,Summer,London,Badminton,Event_16,Wayde van Niekerk,Male,UK,Gold,31
2020,Summer,Rio,Athletics,Event_16,Neeraj Chopra,Female,USA,Silver,32
2008,Summer,Rio,Boxing,Event_8,Neeraj Chopra,Female,Japan,Silver,30
2012,Summer,Rio,Swimming,Event_20,Wayde van Niekerk,Male,USA,Bronze,22
2008,Summer,Tokyo,Gymnastics,Event_5,Usain Bolt,Male,India,Bronze,29
2016,Summer,London,Boxing,Event_10,Sushil Kumar,Female,India,Bronze,32
2020,Summer,Tokyo,Swimming,Event_9,Usain Bolt,Female,India,Gold,26
2008,Summer,Rio,Athletics,Event_17,Wayde van Niekerk,Female,UK,Bronze,25
2008,Summer,Rio,Boxing,Event_20,Caeleb Dressel,Female,India,Bronze,21
2020,Summer,London,Swimming,Event_14,P V Sindhu,Male,Jamaica,Silver,22
2016,Summer,Tokyo,Wrestling,Event_9,Michael Phelps,Female,India,Bronze,24
2016,Summer,Beijing,Wrestling,Event_16,P V Sindhu,Female,Australia,Silver,18
2012,Summer,Tokyo,Wrestling,Event_9,Serena Williams,Female,USA,Gold,29
2016,Summer,Beijing,Wrestling,Event_11,Mary Kom,Female,China,Gold,28
2016,Summer,Beijing,Swimming,Event_17,Simone Biles,Female,China,Silver,33
2020,Summer,Beijing,Wrestling,Event_9,Wayde van Niekerk,Female,Japan,Gold,24
2016,Summer,Tokyo,Athletics,Event_6,Caeleb Dressel,Female,Japan,Gold,29
2016,Summer,London,Athletics,Event_19,Serena Williams,Female,Jamaica,Gold,18
2012,Summer,London,Athletics,Event_10,Simone Biles,Female,China,Gold,25
2008,Summer,Rio,Gymnastics,Event_19,Michael Phelps,Female,UK,Silver,21
2016,Summer,Rio,Swimming,Event_17,Simone Biles,Male,India,Bronze,30
2012,Summer,Tokyo,Boxing,Event_19,Mary Kom,Female,Japan,Silver,26
2008,Summer,Beijing,Boxing,Event_1,Yuzuru Hanyu,Male,USA,Gold,26
2008,Summer,Rio,Badminton,Event_1,Michael Phelps,Male,Japan,Silver,25
2008,Summer,Beijing,Boxing,Event_5,Mirabai Chanu,Male,Japan,Bronze,30
2008,Summer,Rio,Swimming,Event_3,Mary Kom,Female,Australia,Bronze,33
2016,Summer,London,Gymnastics,Event_1,Caeleb Dressel,Male,China,Gold,35
2012,Summer,London,Swimming,Event_15,Yuzuru Hanyu,Male,USA,Gold,31
2020,Summer,London,Athletics,Event_14,Usain Bolt,Male,Australia,Silver,33
2008,Summer,Beijing,Athletics,Event_13,Simone Biles,Male,UK,Silver,21
2008,Summer,Rio,Swimming,Event_15,Neeraj Chopra,Male,India,Bronze,35
2012,Summer,London,Athletics,Event_13,Sushil Kumar,Female,Japan,Bronze,23
2012,Summer,London,Athletics,Event_17,P V Sindhu,Female,Japan,Bronze,27
2020,Summer,Beijing,Boxing,Event_12,Serena Williams,Male,China,Bronze,25
2016,Summer,Beijing,Gymnastics,Event_10,Usain Bolt,Male,Jamaica,Silver,32
2016,Summer,Rio,Boxing,Event_6,Mirabai Chanu,Female,Japan,Gold,33
2020,Summer,Tokyo,Swimming,Event_5,Caeleb Dressel,Male,Japan,Silver,26
2020,Summer,London,Swimming,Event_16,Usain Bolt,Male,Australia,Gold,20
2008,Summer,Rio,Wrestling,Event_10,Caeleb Dressel,Female,India,Bronze,28
2016,Summer,Beijing,Swimming,Event_12,Simone Biles,Female,China,Silver,18
2008,Summer,London,Gymnastics,Event_19,P V Sindhu,Male,Japan,Gold,22
2016,Summer,London,Badminton,Event_4,Wayde van Niekerk,Female,Australia,Silver,21
2020,Summer,Beijing,Badminton,Event_11,Caeleb Dressel,Female,Japan,Silver,33
2012,Summer,Beijing,Gymnastics,Event_11,Sushil Kumar,Female,Japan,Bronze,28
2016,Summer,London,Wrestling,Event_15,Michael Phelps,Male,China,Gold,32
2008,Summer,London,Badminton,Event_7,Sushil Kumar,Female,Australia,Bronze,24
2020,Summer,Beijing,Badminton,Event_5,Caeleb Dressel,Female,USA,Bronze,34
2008,Summer,Tokyo,Boxing,Event_19,Sushil Kumar,Female,China,Gold,32
2012,Summer,Rio,Badminton,Event_20,Usain Bolt,Female,Jamaica,Bronze,19
2020,Summer,Tokyo,Gymnastics,Event_6,Serena Williams,Female,Jamaica,Bronze,24
2008,Summer,Beijing,Gymnastics,Event_16,P V Sindhu,Female,India,Bronze,35
2016,Summer,London,Athletics,Event_8,Yuzuru Hanyu,Female,Australia,Silver,28
2020,Summer,Beijing,Boxing,Event_14,Yuzuru Hanyu,Male,China,Gold,31
2008,Summer,Tokyo,Athletics,Event_12,Mirabai Chanu,Female,Japan,Bronze,23
2016,Summer,London,Swimming,Event_5,Simone Biles,Male,Australia,Bronze,33
2012,Summer,London,Boxing,Event_6,Mirabai Chanu,Male,India,Silver,19
2016,Summer,Rio,Wrestling,Event_1,Usain Bolt,Female,India,Bronze,19
2008,Summer,Rio,Wrestling,Event_8,Wayde van Niekerk,Male,Australia,Silver,29
2020,Summer,Tokyo,Athletics,Event_12,P V Sindhu,Male,USA,Silver,35
2020,Summer,Rio,Athletics,Event_15,P V Sindhu,Female,China,Silver,32
2008,Summer,Rio,Swimming,Event_6,Sushil Kumar,Female,UK,Silver,29
2016,Summer,Rio,Swimming,Event_17,Mirabai Chanu,Male,Japan,Bronze,26
2016,Summer,Rio,Swimming,Event_5,Simone Biles,Male,Jamaica,Gold,19
2020,Summer,Rio,Athletics,Event_20,P V Sindhu,Male,Jamaica,Bronze,26
2012,Summer,Tokyo,Swimming,Event_7,Simone Biles,Male,Australia,Bronze,25
2016,Summer,London,Gymnastics,Event_8,Caeleb Dressel,Male,China,Gold,32
2016,Summer,Tokyo,Boxing,Event_11,Mirabai Chanu,Female,Jamaica,Gold,23
2008,Summer,Tokyo,Gymnastics,Event_16,Sushil Kumar,Female,USA,Silver,35
2012,Summer,Beijing,Badminton,Event_18,Serena Williams,Female,UK,Gold,35
2020,Summer,Rio,Badminton,Event_11,Usain Bolt,Male,Jamaica,Gold,25
2012,Summer,Rio,Swimming,Event_12,Yuzuru Hanyu,Male,Australia,Gold,25
2020,Summer,Tokyo,Badminton,Event_13,Caeleb Dressel,Female,UK,Gold,18
2020,Summer,Beijing,Swimming,Event_12,Neeraj Chopra,Female,Japan,Gold,30
2016,Summer,London,Wrestling,Event_13,P V Sindhu,Male,Australia,Gold,35
2020,Summer,Tokyo,Boxing,Event_12,Serena Williams,Female,Japan,Gold,24
2016,Summer,Rio,Wrestling,Event_6,Michael Phelps,Female,Japan,Silver,27
2012,Summer,Rio,Boxing,Event_11,Michael Phelps,Female,China,Silver,23
2016,Summer,Tokyo,Gymnastics,Event_12,Simone Biles,Female,Japan,Gold,25
2012,Summer,Tokyo,Wrestling,Event_5,Michael Phelps,Male,Jamaica,Gold,35
2016,Summer,Rio,Boxing,Event_5,P V Sindhu,Female,India,Bronze,31
2020,Summer,Tokyo,Wrestling,Event_9,Caeleb Dressel,Female,Japan,Bronze,18
2020,Summer,Tokyo,Badminton,Event_16,Mirabai Chanu,Female,USA,Silver,26
2012,Summer,London,Badminton,Event_4,Neeraj Chopra,Female,USA,Silver,35
2016,Summer,London,Wrestling,Event_7,Neeraj Chopra,Female,Jamaica,Silver,19
2008,Summer,Tokyo,Boxing,Event_1,Mary Kom,Female,India,Silver,22
2020,Summer,Rio,Athletics,Event_3,Neeraj Chopra,Female,Jamaica,Bronze,32
2020,Summer,London,Boxing,Event_15,Sushil Kumar,Female,USA,Silver,21
2020,Summer,Rio,Swimming,Event_12,Mary Kom,Female,Australia,Gold,34
2012,Summer,Rio,Boxing,Event_14,Mirabai Chanu,Female,Japan,Gold,30
2016,Summer,London,Wrestling,Event_4,Simone Biles,Male,USA,Bronze,19
2008,Summer,Tokyo,Gymnastics,Event_18,P V Sindhu,Male,UK,Bronze,31
2008,Summer,London,Swimming,Event_11,Simone Biles,Male,Jamaica,Bronze,28
2012,Summer,Rio,Athletics,Event_14,Neeraj Chopra,Male,Australia,Gold,24
2020,Summer,Rio,Athletics,Event_20,Usain Bolt,Female,UK,Gold,33
2016,Summer,Rio,Athletics,Event_5,Michael Phelps,Male,India,Silver,29
2008,Summer,Tokyo,Badminton,Event_4,Michael Phelps,Male,UK,Gold,32
2008,Summer,Tokyo,Badminton,Event_1,Michael Phelps,Male,Australia,Silver,32
2012,Summer,Tokyo,Gymnastics,Event_11,Mirabai Chanu,Male,USA,Bronze,21
2020,Summer,Beijing,Gymnastics,Event_13,Michael Phelps,Male,USA,Gold,26
2016,Summer,Beijing,Athletics,Event_16,Yuzuru Hanyu,Female,Australia,Gold,28
2016,Summer,Beijing,Athletics,Event_8,Usain Bolt,Female,Australia,Bronze,24
2008,Summer,Rio,Gymnastics,Event_7,Mirabai Chanu,Male,Japan,Bronze,22
2020,Summer,Beijing,Badminton,Event_3,Wayde van Niekerk,Female,USA,Gold,22
2016,Summer,Beijing,Gymnastics,Event_4,Yuzuru Hanyu,Male,Australia,Bronze,25
2012,Summer,Tokyo,Athletics,Event_4,Sushil Kumar,Female,China,Bronze,32
2012,Summer,London,Athletics,Event_20,Usain Bolt,Female,Japan,Silver,27
2012,Summer,Tokyo,Wrestling,Event_16,P V Sindhu,Female,India,Silver,32
2016,Summer,Beijing,Gymnastics,Event_7,Wayde van Niekerk,Female,Jamaica,Gold,30
2012,Summer,Rio,Badminton,Event_7,Yuzuru Hanyu,Female,Australia,Silver,34
2020,Summer,Rio,Boxing,Event_4,Mirabai Chanu,Female,USA,Silver,34
2020,Summer,Rio,Athletics,Event_13,Michael Phelps,Male,India,Silver,34
2020,Summer,Beijing,Swimming,Event_7,Usain Bolt,Male,India,Bronze,20
2012,Summer,London,Gymnastics,Event_12,Caeleb Dressel,Female,Jamaica,Bronze,32
2008,Summer,Rio,Swimming,Event_6,Simone Biles,Female,Japan,Gold,24
2008,Summer,Tokyo,Boxing,Event_10,Sushil Kumar,Female,Australia,Silver,27
2012,Summer,Tokyo,Gymnastics,Event_8,Michael Phelps,Female,India,Gold,22
2020,Summer,London,Badminton,Event_18,Mirabai Chanu,Male,Australia,Bronze,31
2016,Summer,London,Athletics,Event_17,Wayde van Niekerk,Female,UK,Bronze,23
2008,Summer,Beijing,Gymnastics,Event_10,Wayde van Niekerk,Male,India,Bronze,20
2008,Summer,Rio,Boxing,Event_7,P V Sindhu,Female,India,Bronze,22
